season,match_type,match_name,round,date,home_team,away_team,result,win_loss
2018,足协杯,足协杯四分之一决赛首回合轮,四分之一决赛首回合,2018-06-09,北京国安,上海上港,2-1,负
2018,中超联赛,中超联赛12轮,第12轮,2018-07-17,山东鲁能,上海上港,1-1,平
2018,足协杯,足协杯四分之一决赛次回合轮,四分之一决赛次回合,2018-07-25,上海上港,北京国安,2-1,胜
2018,中超联赛,中超联赛14轮,第14轮,2018-07-28,北京人和,上海上港,1-5,胜
2018,中超联赛,中超联赛15轮,第15轮,2018-08-01,上海上港,天津权健,4-1,胜
2018,中超联赛,中超联赛16轮,第16轮,2018-08-05,大连一方,上海上港,1-0,负
2018,中超联赛,中超联赛17轮,第17轮,2018-08-11,上海上港,上海申花,2-0,胜
2018,中超联赛,中超联赛18轮,第18轮,2018-08-15,上海上港,广州富力,3-1,胜
2018,中超联赛,中超联赛19轮,第19轮,2018-08-18,重庆力帆,上海上港,2-3,胜
2018,中超联赛,中超联赛20轮,第20轮,2018-08-25,上海上港,河南建业,2-1,胜
2018,中超联赛,中超联赛21轮,第21轮,2018-09-01,河北华夏,上海上港,1-1,平
2018,中超联赛,中超联赛22轮,第22轮,2018-09-14,天津泰达,上海上港,2-5,胜
2018,中超联赛,中超联赛13(补赛)轮,第13轮（补赛）,2018-09-18,上海上港,广州恒大,2-1,胜
2018,中超联赛,中超联赛23轮,第23轮,2018-09-22,上海上港,长春亚泰,3-1,胜
2018,中超联赛,中超联赛24轮,第24轮,2018-09-29,北京国安,上海上港,0-1,胜
2018,中超联赛,中超联赛25轮,第25轮,2018-10-07,上海上港,贵州恒丰,5-0,胜
2018,中超联赛,中超联赛26轮,第26轮,2018-10-21,江苏苏宁,上海上港,0-0,平
2018,中超联赛,中超联赛27轮,第27轮,2018-10-28,上海上港,山东鲁能,4-2,胜
2018,中超联赛,中超联赛28轮,第28轮,2018-11-03,广州恒大,上海上港,4-5,胜
2018,中超联赛,中超联赛29轮,第29轮,2018-11-07,上海上港,北京人和,2-1,胜
2018,中超联赛,中超联赛30轮,第30轮,2018-11-11,天津权健,上海上港,3-2,负
2019,超级杯,超级杯nan轮,,2019-02-23,上海上港,北京国安,2-0,胜
2019,中超联赛,中超联赛1轮,第1轮,2019-03-01,上海申花,上海上港,0-4,胜
2019,亚冠联赛,亚冠联赛H组第一轮,第1轮,2019-03-06,上海上港,川崎前锋,1-0,胜
2019,中超联赛,中超联赛2轮,第2轮,2019-03-09,上海上港,江苏苏宁,3-2,胜
2019,亚冠联赛,亚冠联赛H组第二轮,第2轮,2019-03-13,蔚山现代,上海上港,1-0,负
2019,中超联赛,中超联赛3轮,第3轮,2019-03-30,河北华夏,上海上港,1-2,胜
2019,中超联赛,中超联赛4轮,第4轮,2019-04-05,上海上港,重庆力帆,2-3,负
2019,亚冠联赛,亚冠联赛H组第三轮,第3轮,2019-04-10,悉尼FC,上海上港,3-3,平
2019,中超联赛,中超联赛5轮,第5轮,2019-04-14,上海上港,武汉卓尔,2-1,胜
2019,中超联赛,中超联赛6轮,第6轮,2019-04-19,天津天海,上海上港,0-0,平
2019,亚冠联赛,亚冠联赛H组第四轮,第4轮,2019-04-23,上海上港,悉尼FC,2-2,平
2019,中超联赛,中超联赛7轮,第7轮,2019-04-28,天津泰达,上海上港,0-2,胜
2019,足协杯,足协杯十六分之一决赛,十六分之一决赛,2019-05-01,武汉卓尔,上海上港,1-3,胜
2019,中超联赛,中超联赛8轮,第8轮,2019-05-04,上海上港,广州富力,2-0,胜
2019,亚冠联赛,亚冠联赛H组第五轮,第5轮,2019-05-07,川崎前锋,上海上港,2-2,平
2019,中超联赛,中超联赛9轮,第9轮,2019-05-12,上海上港,山东鲁能,2-1,胜
2019,中超联赛,中超联赛10轮,第10轮,2019-05-17,河南建业,上海上港,0-1,胜
2019,亚冠联赛,亚冠联赛H组第六轮,第6轮,2019-05-21,上海上港,蔚山现代,5-0,胜
2019,中超联赛,中超联赛11轮,第11轮,2019-05-26,上海上港,北京国安,2-1,胜
2019,足协杯,足协杯八分之一决赛,八分之一决赛,2019-05-29,上海上港,吉林百嘉,4-0,胜
2019,中超联赛,中超联赛12轮,第12轮,2019-06-02,大连一方,上海上港,1-2,胜
2019,中超联赛,中超联赛13轮,第13轮,2019-06-14,上海上港,广州恒大,0-2,负
2019,亚冠联赛,亚冠联赛八分之一决赛首回合轮,八分之一决赛首回合,2019-06-19,上海上港,全北现代,1-1,平
2019,中超联赛,中超联赛14轮,第14轮,2019-06-22,上海上港,北京人和,3-0,胜
2019,亚冠联赛,亚冠联赛八分之一决赛次回合轮,八分之一决赛次回合,2019-06-26,全北现代,上海上港,1-1,平
2019,中超联赛,中超联赛15轮,第15轮,2019-06-30,深圳佳兆业,上海上港,0-1,胜
2019,中超联赛,中超联赛16轮,第16轮,2019-07-06,上海上港,上海申花,3-1,胜
2019,中超联赛,中超联赛17轮,第17轮,2019-07-13,江苏苏宁,上海上港,0-3,胜
2019,中超联赛,中超联赛18轮,第18轮,2019-07-17,上海上港,河北华夏,3-0,胜
2019,中超联赛,中超联赛19轮,第19轮,2019-07-21,重庆力帆,上海上港,2-2,平
2019,足协杯,足协杯四分之一决赛,四分之一决赛,2019-07-24,广州恒大,上海上港,0-2,胜
2019,中超联赛,中超联赛20轮,第20轮,2019-07-28,武汉卓尔,上海上港,1-1,平
2019,中超联赛,中超联赛21轮,第21轮,2019-08-03,上海上港,天津天海,0-0,平
2019,中超联赛,中超联赛23(提前)轮,23(提前),2019-08-09,广州富力,上海上港,2-2,平
2019,中超联赛,中超联赛22轮,第22轮,2019-08-14,上海上港,天津泰达,5-1,胜
2019,足协杯,足协杯半决赛,半决赛,2019-08-20,上海上港,山东鲁能,0-2,负
2019,亚冠联赛,亚冠联赛四分之一决赛首回合轮,四分之一决赛首回合,2019-08-27,上海上港,浦和红钻,2-2,平
2019,中超联赛,中超联赛24轮,第24轮,2019-09-13,山东鲁能,上海上港,3-1,负
2019,亚冠联赛,亚冠联赛四分之一决赛次回合轮,四分之一决赛次回合,2019-09-17,浦和红钻,上海上港,1-1,平
2019,中超联赛,中超联赛25轮,第25轮,2019-09-22,上海上港,河南建业,2-1,胜
2019,中超联赛,中超联赛26轮,第26轮,2019-10-19,北京国安,上海上港,0-2,胜
2019,中超联赛,中超联赛27轮,第27轮,2019-10-27,上海上港,大连一方,3-0,胜
2019,中超联赛,中超联赛28轮,第28轮,2019-11-23,广州恒大,上海上港,2-0,负
2019,中超联赛,中超联赛29轮,第29轮,2019-11-27,北京人和,上海上港,1-1,平
2019,中超联赛,中超联赛30轮,第30轮,2019-12-01,上海上港,深圳佳兆业,6-0,胜
2020,亚冠联赛,亚冠联赛资格赛第三轮,第3轮,2020-01-28,上海上港,武里南联,3-0,胜
2020,中超联赛,中超联赛1轮,第1轮,2020-07-27,天津泰达,上海上港,1-3,胜
2020,中超联赛,中超联赛2轮,第2轮,2020-08-02,上海上港,河北华夏,4-0,胜
2020,中超联赛,中超联赛3轮,第3轮,2020-08-06,青岛黄海,上海上港,1-1,平
2020,中超联赛,中超联赛4轮,第4轮,2020-08-12,上海上港,武汉卓尔,2-1,胜
2020,中超联赛,中超联赛5轮,第5轮,2020-08-16,上海上港,石家庄永昌,1-1,平
2020,中超联赛,中超联赛6轮,第6轮,2020-08-22,北京国安,上海上港,1-2,胜
2020,中超联赛,中超联赛7轮,第7轮,2020-08-26,上海上港,重庆当代,3-0,胜
2020,中超联赛,中超联赛8轮,第8轮,2020-08-29,上海上港,天津泰达,4-1,胜
2020,中超联赛,中超联赛9轮,第9轮,2020-09-05,河北华夏,上海上港,2-0,负
2020,中超联赛,中超联赛10轮,第10轮,2020-09-10,上海上港,青岛黄海,2-1,胜
2020,中超联赛,中超联赛11轮,第11轮,2020-09-15,武汉卓尔,上海上港,1-2,胜
2020,足协杯,足协杯第一轮,第1轮,2020-09-19,上海上港,重庆当代,3-2,胜
2020,中超联赛,中超联赛12轮,第12轮,2020-09-22,石家庄永昌,上海上港,0-1,胜
2020,中超联赛,中超联赛13轮,第13轮,2020-09-25,上海上港,北京国安,1-0,胜
2020,中超联赛,中超联赛14轮,第14轮,2020-09-28,重庆当代,上海上港,1-0,负
2020,中超联赛,中超联赛15轮,第15轮,2020-10-18,上海申花,上海上港,0-0,平
2020,中超联赛,中超联赛16轮,第16轮,2020-10-23,上海上港,上海申花,1-1,平
2020,中超联赛,中超联赛17轮,第17轮,2020-10-29,江苏苏宁,上海上港,1-1,平
2020,中超联赛,中超联赛18轮,第18轮,2020-11-02,上海上港,江苏苏宁,1-2,负
2020,中超联赛,中超联赛19轮,第19轮,2020-11-07,上海上港,北京国安,1-2,负
2020,中超联赛,中超联赛20轮,第20轮,2020-11-11,北京国安,上海上港,1-1,平
2020,亚冠联赛,亚冠联赛H组第一轮,第1轮,2020-11-19,悉尼FC,上海上港,1-2,胜
2020,亚冠联赛,亚冠联赛H组第二轮,第2轮,2020-11-22,全北现代,上海上港,1-2,胜
2020,亚冠联赛,亚冠联赛H组第三轮,第3轮,2020-11-25,上海上港,横滨水手,0-1,负
2020,足协杯,足协杯第二轮,第2轮,2020-11-26,上海上港,长春亚泰,0-4,负
2020,亚冠联赛,亚冠联赛H组第四轮,第4轮,2020-11-28,横滨水手,上海上港,1-2,胜
2020,亚冠联赛,亚冠联赛H组第五轮,第5轮,2020-12-01,上海上港,悉尼FC,0-4,负
2020,亚冠联赛,亚冠联赛H组第六轮,第6轮,2020-12-04,上海上港,全北现代,0-2,负
2020,亚冠联赛,亚冠联赛八分之一决赛,八分之一决赛,2020-12-07,神户胜利船,上海上港,2-0,负
2021,中超联赛,中超联赛1轮,第1轮,2021-04-22,天津津门虎,上海海港,1-6,胜
2021,中超联赛,中超联赛2轮,第2轮,2021-04-28,上海海港,北京国安,3-1,胜
2021,中超联赛,中超联赛3轮,第3轮,2021-05-05,上海申花,上海海港,1-1,平
2021,中超联赛,中超联赛4轮,第4轮,2021-05-11,上海海港,长春亚泰,0-0,平
2021,中超联赛,中超联赛5轮,第5轮,2021-05-16,上海海港,大连人,3-0,胜
2021,亚冠联赛,亚冠联赛资格赛第三轮,第3轮,2021-06-23,上海海港,卡雅FC,0-1,负
2021,中超联赛,中超联赛6轮,第6轮,2021-07-19,武汉,上海海港,0-0,平
2021,中超联赛,中超联赛7轮,第7轮,2021-07-23,上海海港,河北,1-0,胜
2021,中超联赛,中超联赛9轮,第9轮,2021-07-28,北京国安,上海海港,1-1,平
2021,中超联赛,中超联赛10轮,第10轮,2021-07-31,上海海港,上海申花,1-0,胜
2021,中超联赛,中超联赛11轮,第11轮,2021-08-03,长春亚泰,上海海港,2-1,负
2021,中超联赛,中超联赛12轮,第12轮,2021-08-06,大连人,上海海港,0-5,胜
2021,中超联赛,中超联赛13轮,第13轮,2021-08-09,上海海港,武汉,3-0,胜
2021,中超联赛,中超联赛14轮,第14轮,2021-08-12,河北,上海海港,1-0,负
2021,中超联赛,中超联赛8(补赛)轮,第8轮（补赛）,2021-08-15,上海海港,天津津门虎,5-0,胜
2021,足协杯,足协杯十六分之一决赛,十六分之一决赛,2021-10-14,上海海港,西安骏狼,1-0,胜
2021,足协杯,足协杯八分之一决赛,八分之一决赛,2021-10-18,上海海港,陕西长安竞技,2-1,胜
2021,足协杯,足协杯四分之一决赛首回合轮,四分之一决赛首回合,2021-10-24,大连人,上海海港,0-3,胜
2021,足协杯,足协杯四分之一决赛次回合轮,四分之一决赛次回合,2021-10-29,上海海港,大连人,0-0,平
2021,足协杯,足协杯半决赛首回合轮,半决赛首回合,2021-11-03,上海申花,上海海港,1-5,胜
2021,足协杯,足协杯半决赛次回合轮,半决赛次回合,2021-11-07,上海海港,上海申花,1-1,平
2021,中超联赛,中超联赛15轮,第15轮,2021-12-13,深圳,上海海港,1-3,胜
2021,中超联赛,中超联赛16轮,第16轮,2021-12-16,上海海港,广州城,1-0,胜
2021,中超联赛,中超联赛17轮,第17轮,2021-12-19,上海海港,山东泰山,0-2,负
2021,中超联赛,中超联赛18轮,第18轮,2021-12-22,广州,上海海港,0-0,平
2021,中超联赛,中超联赛19轮,第19轮,2021-12-26,上海海港,深圳,3-1,胜
2021,中超联赛,中超联赛20轮,第20轮,2021-12-29,广州城,上海海港,1-2,胜
2022,中超联赛,中超联赛21轮,第21轮,2022-01-01,山东泰山,上海海港,2-2,平
2022,中超联赛,中超联赛22轮,第22轮,2022-01-04,上海海港,广州,1-0,胜
2022,足协杯,足协杯决赛,决赛,2022-01-09,山东泰山,上海海港,1-0,负
2022,中超联赛,中超联赛1轮,第1轮,2022-06-04,上海海港,武汉长江,0-1,负
2022,中超联赛,中超联赛2轮,第2轮,2022-06-08,上海申花,上海海港,2-0,负
2022,中超联赛,中超联赛3轮,第3轮,2022-06-11,河北,上海海港,0-2,胜
2022,中超联赛,中超联赛4轮,第4轮,2022-06-15,上海海港,广州,1-0,胜
2022,中超联赛,中超联赛5轮,第5轮,2022-06-19,武汉三镇,上海海港,2-1,负
2022,中超联赛,中超联赛6轮,第6轮,2022-06-25,武汉长江,上海海港,1-2,胜
2022,中超联赛,中超联赛7轮,第7轮,2022-06-29,上海海港,上海申花,1-1,平
2022,中超联赛,中超联赛8轮,第8轮,2022-07-04,上海海港,河北,2-1,胜
2022,中超联赛,中超联赛9轮,第9轮,2022-07-08,广州,上海海港,0-1,胜
2022,中超联赛,中超联赛10轮,第10轮,2022-07-12,上海海港,武汉三镇,0-1,负
2022,中超联赛,中超联赛11轮,第11轮,2022-08-06,大连人,上海海港,1-1,平
2022,中超联赛,中超联赛13轮,第13轮,2022-08-16,上海海港,深圳,2-0,胜
2022,中超联赛,中超联赛14轮,第14轮,2022-08-20,上海海港,浙江,1-1,平
2022,中超联赛,中超联赛15轮,第15轮,2022-08-27,上海海港,天津津门虎,1-0,胜
2022,中超联赛,中超联赛12(补赛)轮,第12轮（补赛）,2022-09-01,沧州雄狮,上海海港,0-0,平
2022,中超联赛,中超联赛16(补赛)轮,第16轮（补赛）,2022-09-20,河南嵩山龙门,上海海港,1-2,胜
2022,中超联赛,中超联赛17(补赛)轮,第17轮（补赛）,2022-09-25,上海海港,广州城,2-0,胜
2022,中超联赛,中超联赛18(补赛)轮,第18轮（补赛）,2022-09-29,上海海港,成都蓉城,3-0,胜
2022,中超联赛,中超联赛21轮,第21轮,2022-10-05,上海海港,北京国安,0-1,负
2022,中超联赛,中超联赛22轮,第22轮,2022-10-09,长春亚泰,上海海港,1-4,胜
2022,中超联赛,中超联赛19(补赛)轮,第19轮（补赛）,2022-10-24,上海海港,梅州客家,7-0,胜
2022,中超联赛,中超联赛20(补赛)轮,第20轮（补赛）,2022-10-30,山东泰山,上海海港,3-1,负
2022,中超联赛,中超联赛23轮,第23轮,2022-11-04,上海海港,大连人,2-1,胜
2022,中超联赛,中超联赛24轮,第24轮,2022-11-08,上海海港,沧州雄狮,2-0,胜
2022,中超联赛,中超联赛25轮,第25轮,2022-11-13,深圳,上海海港,0-3,胜
2022,足协杯,足协杯十六分之一决赛,十六分之一决赛,2022-11-18,南京城市,上海海港,0-5,胜
2022,中超联赛,中超联赛26轮,第26轮,2022-11-22,浙江,上海海港,2-1,负
2022,中超联赛,中超联赛27轮,第27轮,2022-11-26,天津津门虎,上海海港,1-0,负
2022,中超联赛,中超联赛28轮,第28轮,2022-11-30,上海海港,河南嵩山龙门,1-3,负
2022,中超联赛,中超联赛29轮,第29轮,2022-12-04,广州城,上海海港,1-2,胜
2022,中超联赛,中超联赛30轮,第30轮,2022-12-10,成都蓉城,上海海港,0-0,平
2022,中超联赛,中超联赛31轮,第31轮,2022-12-15,梅州客家,上海海港,0-1,胜
2022,足协杯,足协杯八分之一决赛,八分之一决赛,2022-12-19,上海海港,苏州东吴,3-0,胜
2022,中超联赛,中超联赛32轮,第32轮,2022-12-23,上海海港,山东泰山,2-0,胜
2022,中超联赛,中超联赛33轮,第33轮,2022-12-27,北京国安,上海海港,0-3,胜
2022,中超联赛,中超联赛34轮,第34轮,2022-12-31,上海海港,长春亚泰,4-0,胜
2023,足协杯,足协杯四分之一决赛首回合轮,四分之一决赛首回合,2023-01-05,上海海港,成都蓉城,4-0,胜
2023,足协杯,足协杯四分之一决赛次回合轮,四分之一决赛次回合,2023-01-08,成都蓉城,上海海港,0-4,胜
2023,足协杯,足协杯半决赛,半决赛,2023-01-11,浙江,上海海港,0-0,平
2023,中超联赛,中超联赛1轮,第1轮,2023-04-15,武汉三镇,上海海港,0-2,胜
2023,中超联赛,中超联赛2轮,第2轮,2023-04-22,上海海港,深圳,3-2,胜
2023,中超联赛,中超联赛3轮,第3轮,2023-04-26,沧州雄狮,上海海港,0-1,胜
2023,中超联赛,中超联赛4轮,第4轮,2023-04-30,上海海港,上海申花,1-1,平
2023,中超联赛,中超联赛5轮,第5轮,2023-05-06,天津津门虎,上海海港,0-0,平
2023,中超联赛,中超联赛6轮,第6轮,2023-05-10,上海海港,青岛海牛,2-1,胜
2023,中超联赛,中超联赛7轮,第7轮,2023-05-14,浙江,上海海港,1-2,胜
2023,中超联赛,中超联赛8轮,第8轮,2023-05-20,梅州客家,上海海港,0-2,胜
2023,中超联赛,中超联赛9轮,第9轮,2023-05-24,上海海港,河南,3-2,胜
2023,中超联赛,中超联赛10轮,第10轮,2023-05-29,长春亚泰,上海海港,0-3,胜
2023,中超联赛,中超联赛11轮,第11轮,2023-06-03,上海海港,成都蓉城,0-1,负
2023,中超联赛,中超联赛12轮,第12轮,2023-06-09,上海海港,南通支云,2-1,胜
2023,足协杯,足协杯十六分之一决赛,十六分之一决赛,2023-06-24,广州,上海海港,1-3,胜
2023,中超联赛,中超联赛13轮,第13轮,2023-06-29,北京国安,上海海港,1-2,胜
2023,中超联赛,中超联赛14轮,第14轮,2023-07-03,山东泰山,上海海港,1-1,平
2023,中超联赛,中超联赛15轮,第15轮,2023-07-08,上海海港,大连人,1-1,平
2023,中超联赛,中超联赛16轮,第16轮,2023-07-12,上海海港,武汉三镇,3-1,胜
2023,中超联赛,中超联赛17轮,第17轮,2023-07-16,深圳,上海海港,1-4,胜
2023,中超联赛,中超联赛18轮,第18轮,2023-07-21,上海海港,沧州雄狮,3-0,胜
2023,足协杯,足协杯八分之一决赛,八分之一决赛,2023-07-25,天津津门虎,上海海港,0-0,平
2023,中超联赛,中超联赛19轮,第19轮,2023-07-29,上海申花,上海海港,0-5,胜
2023,中超联赛,中超联赛20轮,第20轮,2023-08-03,上海海港,天津津门虎,2-1,胜
2023,中超联赛,中超联赛21轮,第21轮,2023-08-08,青岛海牛,上海海港,5-0,胜
2023,中超联赛,中超联赛22轮,第22轮,2023-08-12,上海海港,浙江,3-4,负
2023,中超联赛,中超联赛23轮,第23轮,2023-08-18,上海海港,梅州客家,1-1,平
2023,亚冠联赛,亚冠联赛附加赛,附加赛,2023-08-22,上海海港,巴吞联,2-3,负
2023,中超联赛,中超联赛24轮,第24轮,2023-08-25,河南,上海海港,3-1,负
2023,中超联赛,中超联赛25轮,第25轮,2023-09-15,上海海港,长春亚泰,2-0,胜
2023,中超联赛,中超联赛26轮,第26轮,2023-09-23,成都蓉城,上海海港,2-1,负
2023,中超联赛,中超联赛27轮,第27轮,2023-09-29,南通支云,上海海港,0-1,胜
2023,中超联赛,中超联赛28轮,第28轮,2023-10-20,上海海港,北京国安,1-2,负
2023,中超联赛,中超联赛29轮,第29轮,2023-10-29,上海海港,山东泰山,1-1,平
2023,中超联赛,中超联赛30轮,第30轮,2023-11-04,大连人,上海海港,2-3,胜
2024,超级杯,超级杯nan轮,,2024-02-25,上海海港,上海申花,0-1,负
2024,中超联赛,中超联赛1轮,第1轮,2024-03-01,上海海港,武汉三镇,3-1,胜
2024,中超联赛,中超联赛2轮,第2轮,2024-03-09,浙江,上海海港,0-0,平
2024,中超联赛,中超联赛3轮,第3轮,2024-03-30,上海海港,河南俱乐部酒祖杜康,3-1,胜
2024,中超联赛,中超联赛4轮,第4轮,2024-04-05,北京国安,上海海港,2-2,平
2024,中超联赛,中超联赛5轮,第5轮,2024-04-09,南通支云,上海海港,0-3,胜
2024,中超联赛,中超联赛6轮,第6轮,2024-04-14,上海海港,山东泰山,4-3,胜
2024,中超联赛,中超联赛8轮,第8轮,2024-04-27,上海海港,上海申花,1-1,平
2024,中超联赛,中超联赛9轮,第9轮,2024-05-01,青岛海牛,上海海港,0-5,胜
2024,中超联赛,中超联赛10轮,第10轮,2024-05-05,深圳新鹏城,上海海港,0-6,胜
2024,中超联赛,中超联赛11轮,第11轮,2024-05-10,上海海港,长春亚泰,5-2,胜
2024,中超联赛,中超联赛12轮,第12轮,2024-05-18,青岛西海岸,上海海港,3-5,胜
2024,中超联赛,中超联赛13轮,第13轮,2024-05-22,上海海港,成都蓉城,2-0,胜
2024,中超联赛,中超联赛14轮,第14轮,2024-05-26,上海海港,沧州雄狮,4-1,胜
2024,中超联赛,中超联赛15轮,第15轮,2024-06-14,天津津门虎,上海海港,0-3,胜
2024,中超联赛,中超联赛7(补赛)轮,第7轮（补赛）,2024-06-18,梅州客家,上海海港,1-2,胜
2024,足协杯,足协杯十六分之一决赛,十六分之一决赛,2024-06-21,广西恒宸,上海海港,0-2,胜
2024,中超联赛,中超联赛16轮,第16轮,2024-06-25,武汉三镇,上海海港,0-2,胜
2024,中超联赛,中超联赛17轮,第17轮,2024-06-29,上海海港,浙江,3-1,胜
2024,中超联赛,中超联赛18轮,第18轮,2024-07-05,河南俱乐部酒祖杜康,上海海港,0-1,胜
2024,中超联赛,中超联赛19轮,第19轮,2024-07-12,上海海港,北京国安,5-1,胜
2024,足协杯,足协杯八分之一决赛,八分之一决赛,2024-07-17,浙江,上海海港,1-2,胜
2024,中超联赛,中超联赛24(提前)轮,24(提前),2024-07-21,上海海港,青岛海牛,5-0,胜
2024,中超联赛,中超联赛20轮,第20轮,2024-07-26,上海海港,南通支云,8-1,胜
2024,中超联赛,中超联赛21轮,第21轮,2024-08-03,山东泰山,上海海港,0-1,胜
2024,中超联赛,中超联赛22轮,第22轮,2024-08-09,上海海港,梅州客家,7-2,胜
2024,中超联赛,中超联赛23轮,第23轮,2024-08-17,上海申花,上海海港,3-1,负
2024,足协杯,足协杯四分之一决赛,四分之一决赛,2024-08-22,上海海港,天津津门虎,3-0,胜
2024,中超联赛,中超联赛25轮,第25轮,2024-09-13,上海海港,深圳新鹏城,2-0,胜
2024,亚冠联赛,亚冠联赛小组赛第一轮,第1轮,2024-09-18,上海海港,柔佛新山,2-2,平
2024,中超联赛,中超联赛26轮,第26轮,2024-09-21,长春亚泰,上海海港,3-4,胜
2024,足协杯,足协杯半决赛,半决赛,2024-09-25,上海海港,上海申花,3-2,胜
2024,中超联赛,中超联赛27轮,第27轮,2024-09-28,上海海港,青岛西海岸,2-1,胜
2024,亚冠联赛,亚冠联赛小组赛第二轮,第2轮,2024-10-01,浦项铁人,上海海港,3-0,负
2024,中超联赛,中超联赛28轮,第28轮,2024-10-18,成都蓉城,上海海港,3-1,负
2024,亚冠联赛,亚冠联赛小组赛第三轮,第3轮,2024-10-22,上海海港,中央海岸水手,3-2,胜
2024,中超联赛,中超联赛29轮,第29轮,2024-10-27,沧州雄狮,上海海港,0-1,胜
2024,中超联赛,中超联赛30轮,第30轮,2024-11-02,上海海港,天津津门虎,5-0,胜
2024,亚冠联赛,亚冠联赛小组赛第四轮,第4轮,2024-11-05,川崎前锋,上海海港,3-1,负
2024,足协杯,足协杯决赛,决赛,2024-11-23,山东泰山,上海海港,1-3,胜
2024,亚冠联赛,亚冠联赛小组赛第五轮,第5轮,2024-11-26,蔚山HD,上海海港,1-3,胜
2024,亚冠联赛,亚冠联赛小组赛第六轮,第6轮,2024-12-03,上海海港,光州FC,1-1,平
2025,超级杯,超级杯nan轮,,2025-02-07,上海海港,上海申花,2-3,负
2025,亚冠联赛,亚冠联赛小组赛第七轮,第7轮,2025-02-11,神户胜利船,上海海港,4-0,负
2025,亚冠联赛,亚冠联赛小组赛第八轮,第8轮,2025-02-19,上海海港,横滨水手,0-2,负
2025,中超联赛,中超联赛1轮,第1轮,2025-02-23,上海海港,深圳新鹏城,3-1,胜
2025,中超联赛,中超联赛2轮,第2轮,2025-02-28,上海海港,长春亚泰,2-0,胜
2025,亚冠联赛,亚冠联赛八分之一决赛首回合轮,八分之一决赛首回合,2025-03-04,上海海港,横滨水手,0-1,负
2025,亚冠联赛,亚冠联赛八分之一决赛次回合轮,八分之一决赛次回合,2025-03-11,横滨水手,上海海港,4-1,负
2025,中超联赛,中超联赛3轮,第3轮,2025-03-28,青岛西海岸,上海海港,3-3,平
2025,中超联赛,中超联赛4轮,第4轮,2025-04-02,上海海港,梅州客家,2-1,胜
2025,中超联赛,中超联赛5轮,第5轮,2025-04-06,上海海港,上海申花,1-1,平
2025,中超联赛,中超联赛7轮,第7轮,2025-04-16,天津津门虎,上海海港,1-4,胜
2025,中超联赛,中超联赛8轮,第8轮,2025-04-20,上海海港,成都蓉城,1-3,负
2025,中超联赛,中超联赛9轮,第9轮,2025-04-25,云南玉昆,上海海港,2-3,胜
2025,中超联赛,中超联赛10轮,第10轮,2025-05-01,上海海港,北京国安,1-2,负
2025,中超联赛,中超联赛11轮,第11轮,2025-05-05,武汉三镇,上海海港,0-2,胜
2025,中超联赛,中超联赛12轮,第12轮,2025-05-09,上海海港,青岛海牛,3-1,胜
2025,中超联赛,中超联赛13轮,第13轮,2025-05-17,上海海港,山东泰山,1-1,平
2025,足协杯,足协杯十六分之一决赛,十六分之一决赛,2025-05-21,苏州东吴,上海海港,2-6,胜
2025,中超联赛,中超联赛14轮,第14轮,2025-06-14,浙江俱乐部绿城,上海海港,2-2,平
2025,中超联赛,中超联赛6(补赛)轮,第6轮（补赛）,2025-06-18,河南俱乐部酒祖杜康,上海海港,1-3,胜
2025,足协杯,足协杯八分之一决赛,八分之一决赛,2025-06-22,上海海港,上海申花,2-3,负
2025,中超联赛,中超联赛15轮,第15轮,2025-06-26,上海海港,大连英博海发,3-0,胜
2025,中超联赛,中超联赛16轮,第16轮,2025-06-30,深圳新鹏城,上海海港,1-2,胜
2025,中超联赛,中超联赛17轮,第17轮,2025-07-18,长春亚泰,上海海港,1-3,胜
2025,中超联赛,中超联赛18轮,第18轮,2025-07-26,上海海港,青岛西海岸,2-2,平
2025,中超联赛,中超联赛19轮,第19轮,2025-08-02,梅州客家,上海海港,2-4,胜
2025,中超联赛,中超联赛20轮,第20轮,2025-08-09,上海申花,上海海港,1-2,胜
2025,中超联赛,中超联赛21轮,第21轮,2025-08-15,上海海港,河南俱乐部酒祖杜康,4-1,胜
2025,中超联赛,中超联赛22轮,第22轮,2025-08-24,上海海港,天津津门虎,1-1,平
2025,中超联赛,中超联赛23轮,第23轮,2025-08-30,成都蓉城,上海海港,4-1,负
2025,中超联赛,中超联赛24轮,第24轮,2025-09-12,上海海港,云南玉昆,4-2,胜
2025,亚冠联赛,亚冠联赛小组赛第一轮,第1轮,2025-09-17,上海海港,神户胜利船,0-3,负
2025,中超联赛,中超联赛25轮,第25轮,2025-09-21,北京国安,上海海港,2-3,胜
2025,中超联赛,中超联赛26轮,第26轮,2025-09-26,上海海港,武汉三镇,3-2,胜
2025,亚冠联赛,亚冠联赛小组赛第二轮,第2轮,2025-09-30,广岛三箭,上海海港,1-1,平
2025,中超联赛,中超联赛27轮,第27轮,2025-10-17,青岛海牛,上海海港,3-4,胜
2025,亚冠联赛,亚冠联赛小组赛第三轮,第3轮,2025-10-21,上海海港,町田泽维亚,0-2,负
2025,中超联赛,中超联赛28轮,第28轮,2025-10-26,山东泰山,上海海港,3-1,负
2025,中超联赛,中超联赛29轮,第29轮,2025-10-31,上海海港,浙江俱乐部绿城,3-0,胜
